Redshift,Comoving distance (Mpc),Luminosity distance (Mpc),Angular-diameter distance (Mpc),Proper distance (Mpc)
5.79,8453.865,57401.743,1245.046,3944.025
5.8,8458.497,57517.778,1243.897,3944.707
5.81,8463.118,57633.837,1242.749,3945.386
5.82,8467.73,57749.919,1241.603,3946.063
5.83,8472.332,57866.025,1240.459,3946.737
5.84,8476.923,57982.154,1239.316,3947.409
5.85,8481.505,58098.307,1238.176,3948.078
5.86,8486.076,58214.483,1237.037,3948.745
5.87,8490.638,58330.683,1235.901,3949.409
5.88,8495.19,58446.906,1234.766,3950.071
5.89,8499.732,58563.152,1233.633,3950.731
5.9,8504.264,58679.421,1232.502,3951.388
5.91,8508.786,58795.713,1231.373,3952.043
5.92,8513.299,58912.029,1230.246,3952.696
5.93,8517.802,59028.367,1229.12,3953.346
5.94,8522.295,59144.729,1227.996,3953.994
5.95,8526.779,59261.113,1226.875,3954.64
5.96,8531.253,59377.521,1225.755,3955.283
5.97,8535.717,59493.951,1224.637,3955.924
5.98,8540.172,59610.404,1223.52,3956.563
5.99,8544.618,59726.88,1222.406,3957.199
6,8549.054,59843.378,1221.293,3957.833
6.01,8553.481,59959.899,1220.183,3958.465
6.02,8557.898,60076.442,1219.074,3959.095
6.03,8562.306,60193.009,1217.967,3959.722
6.04,8566.704,60309.597,1216.861,3960.347
6.05,8571.093,60426.208,1215.758,3960.971
6.06,8575.473,60542.842,1214.656,3961.591
6.07,8579.844,60659.497,1213.556,3962.21
6.08,8584.206,60776.175,1212.458,3962.826
6.09,8588.558,60892.875,1211.362,3963.441
6.1,8592.901,61009.598,1210.268,3964.053
6.11,8597.235,61126.342,1209.175,3964.663
6.12,8601.56,61243.109,1208.084,3965.271
6.13,8605.876,61359.898,1206.995,3965.877
6.14,8610.183,61476.708,1205.908,3966.48
6.15,8614.481,61593.541,1204.823,3967.082
6.16,8618.77,61710.395,1203.739,3967.681
6.17,8623.05,61827.272,1202.657,3968.279
6.18,8627.322,61944.17,1201.577,3968.874
6.19,8631.584,62061.09,1200.498,3969.467
6.2,8635.838,62178.031,1199.422,3970.058
6.21,8640.082,62294.995,1198.347,3970.647
6.22,8644.318,62411.979,1197.274,3971.235
6.23,8648.546,62528.986,1196.203,3971.82
6.24,8652.764,62646.014,1195.133,3972.403
6.25,8656.974,62763.063,1194.065,3972.984
6.26,8661.175,62880.134,1192.999,3973.563
6.27,8665.368,62997.226,1191.935,3974.14
6.28,8669.552,63114.34,1190.873,3974.715
6.29,8673.728,63231.474,1189.812,3975.288
6.3,8677.895,63348.631,1188.753,3975.859
6.31,8682.053,63465.808,1187.695,3976.429
6.32,8686.203,63583.006,1186.64,3976.996
6.33,8690.345,63700.226,1185.586,3977.561
6.34,8694.478,63817.466,1184.534,3978.125
6.35,8698.602,63934.728,1183.483,3978.686
6.36,8702.719,64052.01,1182.435,3979.246
6.37,8706.827,64169.314,1181.388,3979.804
6.38,8710.927,64286.638,1180.342,3980.36
6.39,8715.018,64403.984,1179.299,3980.914
6.4,8719.101,64521.35,1178.257,3981.466
6.41,8723.176,64638.736,1177.217,3982.016
6.42,8727.243,64756.144,1176.178,3982.565
6.43,8731.302,64873.572,1175.142,3983.111
6.44,8735.352,64991.021,1174.106,3983.656
6.45,8739.395,65108.49,1173.073,3984.199
6.46,8743.429,65225.98,1172.041,3984.74
6.47,8747.455,65343.49,1171.011,3985.28
6.48,8751.473,65461.021,1169.983,3985.817
6.49,8755.484,65578.572,1168.956,3986.353
6.5,8759.486,65696.144,1167.931,3986.887
6.51,8763.48,65813.736,1166.908,3987.419
6.52,8767.467,65931.348,1165.887,3987.95
6.53,8771.445,66048.981,1164.867,3988.478
6.54,8775.416,66166.633,1163.848,3989.005
6.55,8779.378,66284.306,1162.832,3989.531
6.56,8783.333,66401.999,1161.817,3990.054
6.57,8787.28,66519.712,1160.803,3990.576
6.58,8791.22,66637.445,1159.792,3991.096
6.59,8795.151,66755.198,1158.781,3991.614
6.6,8799.075,66872.971,1157.773,3992.131
6.61,8802.991,66990.764,1156.766,3992.646
6.62,8806.9,67108.577,1155.761,3993.159
6.63,8810.801,67226.41,1154.758,3993.671
6.64,8814.694,67344.262,1153.756,3994.181
6.65,8818.58,67462.134,1152.756,3994.689
6.66,8822.458,67580.026,1151.757,3995.195
6.67,8826.328,67697.938,1150.76,3995.7
6.68,8830.191,67815.869,1149.764,3996.204
6.69,8834.047,67933.82,1148.771,3996.705
6.7,8837.895,68051.79,1147.779,3997.205
6.71,8841.735,68169.78,1146.788,3997.704
6.72,8845.569,68287.789,1145.799,3998.201
6.73,8849.394,68405.818,1144.812,3998.696
6.74,8853.213,68523.866,1143.826,3999.19
6.75,8857.024,68641.934,1142.842,3999.682
6.76,8860.827,68760.021,1141.859,4000.172
6.77,8864.624,68878.127,1140.878,4000.661
6.78,8868.413,68996.252,1139.899,4001.148
6.79,8872.195,69114.397,1138.921,4001.634
6.8,8875.969,69232.561,1137.945,4002.118
6.81,8879.737,69350.744,1136.97,4002.601
6.82,8883.497,69468.946,1135.997,4003.082
6.83,8887.25,69587.167,1135.026,4003.562
6.84,8890.996,69705.407,1134.056,4004.04
6.85,8894.734,69823.666,1133.087,4004.517
6.86,8898.466,69941.944,1132.12,4004.992
6.87,8902.191,70060.24,1131.155,4005.465
6.88,8905.908,70178.556,1130.191,4005.937
6.89,8909.619,70296.891,1129.229,4006.408
6.9,8913.322,70415.244,1128.269,4006.877
6.91,8917.018,70533.616,1127.31,4007.345
6.92,8920.708,70652.007,1126.352,4007.811
6.93,8924.39,70770.417,1125.396,4008.275
6.94,8928.066,70888.845,1124.442,4008.739
6.95,8931.735,71007.292,1123.489,4009.2
6.96,8935.397,71125.757,1122.537,4009.661
6.97,8939.052,71244.241,1121.587,4010.119
6.98,8942.7,71362.743,1120.639,4010.577
6.99,8946.341,71481.264,1119.692,4011.033
7,8949.975,71599.803,1118.747,4011.488
7.01,8953.603,71718.361,1117.803,4011.941
7.02,8957.224,71836.937,1116.861,4012.393
7.03,8960.838,71955.532,1115.92,4012.843
7.04,8964.446,72074.144,1114.981,4013.292
7.05,8968.047,72192.775,1114.043,4013.739
7.06,8971.641,72311.424,1113.107,4014.186
7.07,8975.228,72430.092,1112.172,4014.63
7.08,8978.809,72548.777,1111.239,4015.074
7.09,8982.383,72667.481,1110.307,4015.516
7.1,8985.951,72786.202,1109.377,4015.957
7.11,8989.512,72904.942,1108.448,4016.396
7.12,8993.066,73023.7,1107.521,4016.834
7.13,8996.614,73142.476,1106.595,4017.271
7.14,9000.156,73261.269,1105.67,4017.706
7.15,9003.691,73380.081,1104.747,4018.14
7.16,9007.219,73498.91,1103.826,4018.573
7.17,9010.741,73617.758,1102.906,4019.004
7.18,9014.257,73736.623,1101.987,4019.434
7.19,9017.766,73855.506,1101.07,4019.863
7.2,9021.269,73974.406,1100.155,4020.29
7.21,9024.765,74093.325,1099.241,4020.716
7.22,9028.256,74212.261,1098.328,4021.141
7.23,9031.739,74331.214,1097.417,4021.565
7.24,9035.217,74450.186,1096.507,4021.987
7.25,9038.688,74569.175,1095.599,4022.408
7.26,9042.153,74688.181,1094.692,4022.828
7.27,9045.611,74807.205,1093.786,4023.246
7.28,9049.064,74926.246,1092.882,4023.664
7.29,9052.51,75045.305,1091.979,4024.079
7.3,9055.95,75164.381,1091.078,4024.494
7.31,9059.383,75283.475,1090.178,4024.908
7.32,9062.811,75402.586,1089.28,4025.32
7.33,9066.232,75521.714,1088.383,4025.731
7.34,9069.647,75640.86,1087.488,4026.141
7.35,9073.057,75760.023,1086.594,4026.549
7.36,9076.46,75879.203,1085.701,4026.956
7.37,9079.857,75998.4,1084.81,4027.362
7.38,9083.248,76117.614,1083.92,4027.767
7.39,9086.632,76236.846,1083.031,4028.171
7.4,9090.011,76356.095,1082.144,4028.574
7.41,9093.384,76475.36,1081.259,4028.975
7.42,9096.751,76594.643,1080.374,4029.375
7.43,9100.112,76713.943,1079.491,4029.774
7.44,9103.467,76833.259,1078.61,4030.172
7.45,9106.816,76952.593,1077.73,4030.568
7.46,9110.159,77071.944,1076.851,4030.964
7.47,9113.496,77191.311,1075.974,4031.358
7.48,9116.827,77310.695,1075.098,4031.751
7.49,9120.153,77430.097,1074.223,4032.143
7.5,9123.472,77549.514,1073.35,4032.534
7.51,9126.786,77668.949,1072.478,4032.923
7.52,9130.094,77788.401,1071.607,4033.312
7.53,9133.396,77907.869,1070.738,4033.699
7.54,9136.692,78027.353,1069.87,4034.085
7.55,9139.983,78146.855,1069.004,4034.47
7.56,9143.268,78266.373,1068.139,4034.854
7.57,9146.547,78385.907,1067.275,4035.237
7.58,9149.82,78505.458,1066.413,4035.619
7.59,9153.088,78625.026,1065.552,4035.999
7.6,9156.35,78744.61,1064.692,4036.379
7.61,9159.606,78864.211,1063.833,4036.757
7.62,9162.857,78983.828,1062.976,4037.135
7.63,9166.102,79103.461,1062.121,4037.511
7.64,9169.342,79223.111,1061.266,4037.886
7.65,9172.575,79342.777,1060.413,4038.26
7.66,9175.804,79462.46,1059.562,4038.633
7.67,9179.026,79582.158,1058.711,4039.005
7.68,9182.243,79701.873,1057.862,4039.376
7.69,9185.455,79821.605,1057.014,4039.746
7.7,9188.661,79941.352,1056.168,4040.114
7.71,9191.862,80061.116,1055.323,4040.482
7.72,9195.057,80180.895,1054.479,4040.849
7.73,9198.246,80300.691,1053.636,4041.214
7.74,9201.431,80420.503,1052.795,4041.579
7.75,9204.609,80540.331,1051.955,4041.942
7.76,9207.783,80660.175,1051.117,4042.305
7.77,9210.95,80780.035,1050.279,4042.666
7.78,9214.113,80899.911,1049.443,4043.027
7.79,9217.27,81019.803,1048.609,4043.386
7.8,9220.422,81139.711,1047.775,4043.744
7.81,9223.568,81259.635,1046.943,4044.102
7.82,9226.709,81379.574,1046.112,4044.458
7.83,9229.845,81499.53,1045.283,4044.813
7.84,9232.975,81619.501,1044.454,4045.168
7.85,9236.1,81739.488,1043.627,4045.521
7.86,9239.22,81859.491,1042.801,4045.873
7.87,9242.335,81979.509,1041.977,4046.225
7.88,9245.444,82099.543,1041.154,4046.575
7.89,9248.548,82219.593,1040.332,4046.924
7.9,9251.647,82339.659,1039.511,4047.273
7.91,9254.741,82459.74,1038.691,4047.62
7.92,9257.829,82579.836,1037.873,4047.967
7.93,9260.913,82699.949,1037.056,4048.312
7.94,9263.991,82820.077,1036.241,4048.657
7.95,9267.064,82940.22,1035.426,4049
7.96,9270.132,83060.379,1034.613,4049.343
7.97,9273.194,83180.553,1033.801,4049.684
7.98,9276.252,83300.743,1032.99,4050.025
7.99,9279.305,83420.948,1032.181,4050.365
8,9282.352,83541.168,1031.372,4050.704
8.01,9285.394,83661.404,1030.565,4051.041
8.02,9288.432,83781.655,1029.76,4051.378
8.03,9291.464,83901.922,1028.955,4051.714
8.04,9294.492,84022.203,1028.152,4052.049
8.05,9297.514,84142.5,1027.35,4052.384
8.06,9300.531,84262.812,1026.549,4052.717
8.07,9303.544,84383.14,1025.749,4053.049
8.08,9306.551,84503.482,1024.951,4053.38
8.09,9309.553,84623.84,1024.153,4053.711
8.1,9312.551,84744.213,1023.357,4054.041
8.11,9315.543,84864.601,1022.562,4054.369
8.12,9318.531,84985.004,1021.769,4054.697
8.13,9321.514,85105.422,1020.976,4055.024
8.14,9324.492,85225.855,1020.185,4055.35
8.15,9327.465,85346.303,1019.395,4055.675
8.16,9330.433,85466.766,1018.606,4055.999
8.17,9333.396,85587.244,1017.819,4056.322
8.18,9336.355,85707.737,1017.032,4056.645
8.19,9339.308,85828.244,1016.247,4056.967
8.2,9342.257,85948.767,1015.463,4057.287
8.21,9345.201,86069.305,1014.68,4057.607
8.22,9348.141,86189.857,1013.898,4057.926
8.23,9351.075,86310.424,1013.118,4058.244
8.24,9354.005,86431.006,1012.338,4058.561
8.25,9356.93,86551.602,1011.56,4058.878
8.26,9359.85,86672.214,1010.783,4059.193
8.27,9362.766,86792.84,1010.007,4059.508
8.28,9365.677,86913.48,1009.232,4059.822
8.29,9368.583,87034.136,1008.459,4060.135
8.3,9371.484,87154.806,1007.687,4060.447
8.31,9374.381,87275.49,1006.915,4060.758
8.32,9377.274,87396.189,1006.145,4061.069
8.33,9380.161,87516.903,1005.376,4061.378
8.34,9383.044,87637.631,1004.609,4061.687
8.35,9385.922,87758.374,1003.842,4061.995
8.36,9388.796,87879.131,1003.077,4062.302
8.37,9391.665,87999.903,1002.312,4062.609
8.38,9394.53,88120.689,1001.549,4062.914
8.39,9397.39,88241.489,1000.787,4063.219
8.4,9400.245,88362.304,1000.026,4063.523
8.41,9403.096,88483.134,999.266,4063.826
8.42,9405.942,88603.977,998.508,4064.129
8.43,9408.784,88724.835,997.75,4064.43
8.44,9411.622,88845.707,996.994,4064.731
8.45,9414.454,88966.594,996.239,4065.031
8.46,9417.283,89087.494,995.484,4065.33
8.47,9420.107,89208.409,994.731,4065.628
8.48,9422.926,89329.338,993.98,4065.926
8.49,9425.741,89450.282,993.229,4066.223
8.5,9428.552,89571.239,992.479,4066.519
8.51,9431.358,89692.211,991.731,4066.814
8.52,9434.159,89813.197,990.983,4067.108
8.53,9436.957,89934.196,990.237,4067.402
8.54,9439.75,90055.21,989.492,4067.695
8.55,9442.538,90176.238,988.747,4067.987
8.56,9445.322,90297.28,988.004,4068.278
8.57,9448.102,90418.336,987.262,4068.569
8.58,9450.877,90539.406,986.522,4068.859
8.59,9453.649,90660.49,985.782,4069.148
8.6,9456.415,90781.588,985.043,4069.436
8.61,9459.178,90902.699,984.306,4069.724
8.62,9461.936,91023.825,983.569,4070.011
8.63,9464.69,91144.964,982.834,4070.297
8.64,9467.44,91266.118,982.1,4070.582
8.65,9470.185,91387.285,981.366,4070.867
8.66,9472.926,91508.466,980.634,4071.151
8.67,9475.663,91629.66,979.903,4071.434
8.68,9478.396,91750.869,979.173,4071.716
8.69,9481.124,91872.091,978.444,4071.998
8.7,9483.848,91993.327,977.716,4072.279
8.71,9486.568,92114.577,976.99,4072.559
8.72,9489.284,92235.84,976.264,4072.839
8.73,9491.996,92357.117,975.539,4073.118
8.74,9494.703,92478.407,974.816,4073.396
8.75,9497.406,92599.711,974.093,4073.673
8.76,9500.105,92721.029,973.371,4073.95
8.77,9502.8,92842.36,972.651,4074.226
8.78,9505.491,92963.705,971.932,4074.501
8.79,9508.178,93085.064,971.213,4074.776
8.8,9510.861,93206.435,970.496,4075.05
8.81,9513.539,93327.821,969.78,4075.323
8.82,9516.214,93449.219,969.065,4075.595
8.83,9518.884,93570.632,968.35,4075.867
8.84,9521.551,93692.057,967.637,4076.138
8.85,9524.213,93813.496,966.925,4076.409
8.86,9526.871,93934.949,966.214,4076.678
8.87,9529.525,94056.414,965.504,4076.947
8.88,9532.175,94177.894,964.795,4077.216
8.89,9534.822,94299.386,964.087,4077.484
8.9,9537.464,94420.892,963.38,4077.751
8.91,9540.102,94542.411,962.674,4078.017
8.92,9542.736,94663.943,961.969,4078.283
8.93,9545.366,94785.488,961.265,4078.548
8.94,9547.993,94907.047,960.563,4078.812
8.95,9550.615,95028.619,959.861,4079.076
8.96,9553.233,95150.204,959.16,4079.339
8.97,9555.848,95271.802,958.46,4079.601
8.98,9558.458,95393.413,957.761,4079.863
8.99,9561.065,95515.037,957.064,4080.124
9,9563.667,95636.675,956.367,4080.384
9.01,9566.266,95758.325,955.671,4080.644
9.02,9568.861,95879.989,954.976,4080.903
9.03,9571.452,96001.666,954.282,4081.161
9.04,9574.039,96123.355,953.59,4081.419
9.05,9576.623,96245.058,952.898,4081.676
9.06,9579.202,96366.774,952.207,4081.933
9.07,9581.778,96488.502,951.517,4082.189
9.08,9584.35,96610.244,950.828,4082.444
9.09,9586.918,96731.998,950.14,4082.699
9.1,9589.482,96853.765,949.454,4082.953
9.11,9592.042,96975.545,948.768,4083.206
9.12,9594.599,97097.338,948.083,4083.459
9.13,9597.151,97219.144,947.399,4083.711
9.14,9599.7,97340.963,946.716,4083.963
9.15,9602.246,97462.794,946.034,4084.213
9.16,9604.787,97584.638,945.353,4084.464
9.17,9607.325,97706.495,944.673,4084.713
9.18,9609.859,97828.365,943.994,4084.962
9.19,9612.389,97950.248,943.316,4085.211
9.2,9614.916,98072.143,942.639,4085.459
9.21,9617.439,98194.051,941.963,4085.706
9.22,9619.958,98315.971,941.287,4085.953
9.23,9622.474,98437.904,940.613,4086.199
9.24,9624.985,98559.85,939.94,4086.444
9.25,9627.493,98681.808,939.268,4086.689
9.26,9629.998,98803.779,938.596,4086.933
9.27,9632.499,98925.763,937.926,4087.177
9.28,9634.996,99047.759,937.256,4087.42
9.29,9637.49,99169.767,936.588,4087.662
9.3,9639.979,99291.788,935.92,4087.904
9.31,9642.466,99413.822,935.254,4088.145
9.32,9644.948,99535.868,934.588,4088.386
9.33,9647.428,99657.927,933.923,4088.626
9.34,9649.903,99779.997,933.259,4088.866
9.35,9652.375,99902.081,932.597,4089.104
9.36,9654.843,100024.177,931.935,4089.343
9.37,9657.308,100146.285,931.274,4089.581
9.38,9659.769,100268.405,930.614,4089.818
9.39,9662.227,100390.538,929.954,4090.055
9.4,9664.681,100512.683,929.296,4090.291
9.41,9667.132,100634.841,928.639,4090.526
9.42,9669.579,100757.011,927.983,4090.761
9.43,9672.022,100879.193,927.327,4090.996
9.44,9674.462,101001.387,926.673,4091.229
9.45,9676.899,101123.594,926.019,4091.463
9.46,9679.332,101245.812,925.366,4091.695
9.47,9681.762,101368.043,924.715,4091.927
9.48,9684.188,101490.287,924.064,4092.159
9.49,9686.61,101612.542,923.414,4092.39
9.5,9689.029,101734.81,922.765,4092.621
9.51,9691.445,101857.089,922.117,4092.851
9.52,9693.857,101979.381,921.469,4093.08
9.53,9696.266,102101.685,920.823,4093.309
9.54,9698.672,102224.001,920.178,4093.537
9.55,9701.074,102346.329,919.533,4093.765
9.56,9703.472,102468.669,918.889,4093.992
9.57,9705.868,102591.021,918.247,4094.219
9.58,9708.259,102713.385,917.605,4094.445
9.59,9710.648,102835.761,916.964,4094.671
9.6,9713.033,102958.149,916.324,4094.896
9.61,9715.415,103080.549,915.685,4095.12
9.62,9717.793,103202.961,915.046,4095.345
9.63,9720.168,103325.385,914.409,4095.568
9.64,9722.54,103447.821,913.773,4095.791
9.65,9724.908,103570.268,913.137,4096.014
9.66,9727.273,103692.728,912.502,4096.236
9.67,9729.634,103815.199,911.868,4096.457
9.68,9731.993,103937.682,911.235,4096.678
9.69,9734.348,104060.177,910.603,4096.898
9.7,9736.699,104182.684,909.972,4097.118
9.71,9739.048,104305.203,909.342,4097.338
9.72,9741.393,104427.733,908.712,4097.556
9.73,9743.735,104550.276,908.083,4097.775
9.74,9746.074,104672.83,907.456,4097.993
9.75,9748.409,104795.395,906.829,4098.21
9.76,9750.741,104917.973,906.203,4098.427
9.77,9753.07,105040.562,905.578,4098.643
9.78,9755.395,105163.162,904.953,4098.859
9.79,9757.718,105285.775,904.33,4099.074
9.8,9760.037,105408.399,903.707,4099.289
9.81,9762.353,105531.034,903.085,4099.503
9.82,9764.666,105653.682,902.464,4099.717
9.83,9766.975,105776.34,901.844,4099.931
9.84,9769.281,105899.011,901.225,4100.144
9.85,9771.585,106021.693,900.607,4100.356
9.86,9773.885,106144.386,899.989,4100.568
9.87,9776.181,106267.091,899.373,4100.779
9.88,9778.475,106389.808,898.757,4100.99
9.89,9780.765,106512.536,898.142,4101.201
9.9,9783.053,106635.276,897.528,4101.41
9.91,9785.337,106758.027,896.914,4101.62
9.92,9787.618,106880.789,896.302,4101.829
9.93,9789.896,107003.563,895.69,4102.037
9.94,9792.171,107126.348,895.08,4102.245
9.95,9794.442,107249.145,894.47,4102.453
9.96,9796.711,107371.953,893.86,4102.66
9.97,9798.977,107494.772,893.252,4102.867
9.98,9801.239,107617.603,892.645,4103.073
9.99,9803.498,107740.445,892.038,4103.278
10,9805.754,107863.299,891.432,4103.484
10.01,9808.008,107986.163,890.827,4103.688
10.02,9810.258,108109.039,890.223,4103.893
10.03,9812.505,108231.927,889.62,4104.097
10.04,9814.749,108354.825,889.017,4104.3
10.05,9816.99,108477.735,888.415,4104.503
10.06,9819.227,108600.656,887.814,4104.705
10.07,9821.462,108723.588,887.214,4104.907
10.08,9823.694,108846.532,886.615,4105.109
10.09,9825.923,108969.486,886.017,4105.31
10.1,9828.149,109092.452,885.419,4105.51
10.11,9830.372,109215.429,884.822,4105.711
10.12,9832.591,109338.417,884.226,4105.91
10.13,9834.808,109461.416,883.631,4106.11
10.14,9837.022,109584.426,883.036,4106.308
10.15,9839.233,109707.448,882.442,4106.507
10.16,9841.441,109830.48,881.85,4106.705
10.17,9843.646,109953.524,881.257,4106.902
10.18,9845.848,110076.578,880.666,4107.099
10.19,9848.047,110199.644,880.076,4107.296
10.2,9850.243,110322.72,879.486,4107.492
10.21,9852.436,110445.808,878.897,4107.688
10.22,9854.626,110568.907,878.309,4107.883
10.23,9856.814,110692.016,877.722,4108.078
10.24,9858.998,110815.137,877.135,4108.272
10.25,9861.179,110938.268,876.549,4108.466
10.26,9863.358,111061.41,875.964,4108.66
10.27,9865.534,111184.564,875.38,4108.853
10.28,9867.706,111307.728,874.797,4109.046
10.29,9869.876,111430.903,874.214,4109.238
10.3,9872.043,111554.089,873.632,4109.43
10.31,9874.207,111677.286,873.051,4109.621
10.32,9876.369,111800.493,872.471,4109.812
10.33,9878.527,111923.712,871.891,4110.003
10.34,9880.683,112046.941,871.312,4110.193
10.35,9882.835,112170.181,870.734,4110.383
10.36,9884.985,112293.432,870.157,4110.572
10.37,9887.132,112416.693,869.581,4110.761
10.38,9889.276,112539.965,869.005,4110.949
10.39,9891.418,112663.249,868.43,4111.138
10.4,9893.556,112786.542,867.856,4111.325
10.41,9895.692,112909.847,867.282,4111.512
10.42,9897.825,113033.162,866.71,4111.699
10.43,9899.955,113156.488,866.138,4111.886
10.44,9902.083,113279.824,865.567,4112.072
10.45,9904.207,113403.171,864.996,4112.257
10.46,9906.329,113526.529,864.427,4112.443
10.47,9908.448,113649.898,863.858,4112.628
10.48,9910.564,113773.277,863.29,4112.812
10.49,9912.678,113896.666,862.722,4112.996
10.5,9914.788,114020.067,862.156,4113.18
10.51,9916.896,114143.477,861.59,4113.363
10.52,9919.002,114266.899,861.024,4113.546
10.53,9921.104,114390.33,860.46,4113.728
10.54,9923.204,114513.773,859.896,4113.91
10.55,9925.301,114637.226,859.333,4114.092
10.56,9927.395,114760.689,858.771,4114.273
10.57,9929.487,114884.163,858.21,4114.454
10.58,9931.576,115007.647,857.649,4114.634
10.59,9933.662,115131.142,857.089,4114.814
10.6,9935.745,115254.647,856.53,4114.994
10.61,9937.826,115378.163,855.971,4115.173
10.62,9939.904,115501.689,855.413,4115.352
10.63,9941.98,115625.226,854.856,4115.531
10.64,9944.053,115748.772,854.3,4115.709
